Record Length,100000,Points,0.00000000e+00,2.94958055e-01
Sample Interval,1.00000000e-10,s,1.00000000e-10,6.41359631e-01
,,,6.00000000e-10,4.55915642e-01
,,,7.00000000e-10,9.67264350e-01
,,,8.00000000e-10,9.27184921e-01
,,,9.00000000e-10,9.47367819e-01
,,,1.00000000e-09,9.06582913e-01
,,,1.10000000e-09,7.48821021e-01
,,,1.20000000e-09,3.62217144e-01
,,,1.30000000e-09,6.87485513e-01
,,,1.40000000e-09,6.75221531e-01
,,,1.50000000e-09,8.24723369e-01
,,,1.60000000e-09,3.03685578e-01
,,,1.70000000e-09,6.10324776e-01
,,,1.80000000e-09,8.52560148e-01
,,,1.90000000e-09,6.23238037e-02
,,,2.00000000e-09,4.59411650e-01
,,,2.10000000e-09,1.19201794e-01
,,,2.20000000e-09,3.18786545e-01
,,,2.30000000e-09,5.16555521e-01
,,,2.40000000e-09,5.01753065e-01
,,,2.50000000e-09,9.75737573e-02
,,,2.60000000e-09,1.72739774e-01
,,,2.70000000e-09,1.02399933e-01
,,,2.80000000e-09,8.35216152e-01
,,,2.90000000e-09,4.30317880e-01
,,,3.00000000e-09,4.11671512e-01
,,,3.10000000e-09,2.13912269e-01
,,,3.20000000e-09,3.75637272e-01
,,,3.30000000e-09,1.01647704e-01
,,,3.40000000e-09,9.06864902e-01
,,,3.50000000e-09,9.71885571e-01
,,,3.60000000e-09,2.36959331e-01
,,,3.70000000e-09,8.13907754e-01
,,,3.80000000e-09,7.33998908e-02
,,,3.90000000e-09,1.92710700e-01
,,,4.00000000e-09,9.37204713e-02
,,,4.10000000e-09,6.58960717e-01
,,,4.20000000e-09,9.52946644e-01
,,,4.30000000e-09,5.50799946e-01
,,,4.40000000e-09,6.18505846e-01
,,,4.50000000e-09,6.57105564e-01
,,,4.60000000e-09,5.78604320e-01
,,,4.70000000e-09,5.58881808e-01
,,,4.80000000e-09,9.13286871e-01
,,,4.90000000e-09,5.29606658e-01
,,,5.00000000e-09,2.92418277e-01
,,,5.10000000e-09,5.48814785e-01
,,,5.20000000e-09,2.41616871e-01
,,,5.30000000e-09,2.41116150e-01
,,,5.40000000e-09,3.61235297e-01
,,,5.50000000e-09,5.22119895e-01
,,,5.60000000e-09,4.54225346e-01
,,,5.70000000e-09,7.34314700e-01
,,,5.80000000e-09,5.64602978e-01
,,,5.90000000e-09,4.87289333e-01
,,,6.00000000e-09,7.63321216e-01
,,,6.10000000e-09,1.63967106e-01
,,,6.20000000e-09,5.48654841e-01
,,,6.30000000e-09,9.42189588e-01
,,,6.40000000e-09,8.93883973e-01
,,,6.50000000e-09,1.49145656e-01
,,,6.60000000e-09,8.81262682e-01
,,,6.70000000e-09,6.36109574e-01
,,,6.80000000e-09,1.77609502e-01
,,,6.90000000e-09,1.84760291e-02
,,,7.00000000e-09,8.90062117e-01
,,,7.10000000e-09,6.24337834e-01
,,,7.20000000e-09,8.30245965e-01
,,,7.30000000e-09,7.68866832e-01
,,,7.40000000e-09,9.86237042e-01
,,,7.50000000e-09,4.39858838e-01
,,,7.60000000e-09,4.50669362e-02
,,,7.70000000e-09,7.88271947e-01
,,,7.80000000e-09,1.27130256e-01
,,,7.90000000e-09,8.70936226e-01
,,,8.00000000e-09,2.07957729e-01
,,,8.10000000e-09,9.25371273e-01
,,,8.20000000e-09,8.97363889e-01
,,,8.30000000e-09,6.93064987e-01
,,,8.40000000e-09,3.74430801e-01
,,,8.50000000e-09,1.25502356e-01
,,,8.60000000e-09,2.03995679e-01
,,,8.70000000e-09,9.53035770e-01
,,,8.80000000e-09,8.03736713e-01
,,,8.90000000e-09,7.57025821e-01
,,,9.00000000e-09,7.05684783e-01
,,,9.10000000e-09,7.32043869e-02
,,,9.20000000e-09,8.44926202e-01
,,,9.30000000e-09,9.96121911e-01
,,,9.40000000e-09,3.39075001e-01
,,,9.50000000e-09,8.53676211e-01
,,,9.60000000e-09,8.50952464e-01
,,,9.70000000e-09,1.44077011e-01
,,,9.80000000e-09,7.04891986e-01
,,,9.90000000e-09,7.82843624e-01
,,,1.00000000e-08,4.44468745e-01
,,,1.01000000e-08,7.66860031e-01
,,,1.02000000e-08,2.45414536e-01
,,,1.03000000e-08,2.67386725e-01
,,,1.04000000e-08,7.12175096e-01
,,,1.05000000e-08,8.23283141e-01
,,,1.06000000e-08,7.07443408e-01
,,,1.07000000e-08,2.17369624e-01
,,,1.08000000e-08,1.33201596e-01
,,,1.09000000e-08,3.80518273e-01
,,,1.10000000e-08,2.11288532e-01
,,,1.11000000e-08,9.92657922e-01
,,,1.12000000e-08,3.90438786e-01
,,,1.13000000e-08,2.43135209e-01
,,,1.14000000e-08,9.28250442e-01
,,,1.15000000e-08,8.55018585e-01
,,,1.16000000e-08,4.81934447e-01
,,,1.17000000e-08,2.76478382e-01
,,,1.18000000e-08,8.83064425e-01
,,,1.19000000e-08,6.21292994e-01
,,,1.20000000e-08,9.30731421e-01
,,,1.21000000e-08,1.44996925e-01
,,,1.22000000e-08,4.11151417e-01
,,,1.23000000e-08,4.55100722e-01
,,,1.24000000e-08,5.99144606e-01
,,,1.25000000e-08,9.97324403e-01
,,,1.26000000e-08,9.33757922e-01
,,,1.27000000e-08,3.85057132e-01
,,,1.28000000e-08,2.70081360e-01
,,,1.29000000e-08,7.77405640e-01
,,,1.30000000e-08,8.52249398e-01
,,,1.31000000e-08,4.87776069e-01
,,,1.32000000e-08,6.20111893e-01
,,,1.33000000e-08,7.70506842e-01
,,,1.34000000e-08,3.58991292e-01
,,,1.35000000e-08,6.64778581e-01
,,,1.36000000e-08,7.87968161e-01
,,,1.37000000e-08,5.13029723e-01
,,,1.38000000e-08,2.33145669e-02
,,,1.39000000e-08,8.57646067e-01
,,,1.40000000e-08,2.33753226e-01
,,,1.41000000e-08,3.09354302e-01
,,,1.42000000e-08,2.52057657e-01
,,,1.43000000e-08,7.03612291e-01
,,,1.44000000e-08,8.65833734e-01
,,,1.45000000e-08,2.71040900e-01
,,,1.46000000e-08,1.85485101e-01
,,,1.47000000e-08,5.06698947e-01
,,,1.48000000e-08,1.90220960e-02
,,,1.49000000e-08,9.09496548e-01
,,,1.50000000e-08,2.00791227e-01
,,,1.51000000e-08,3.47230282e-01
,,,1.52000000e-08,8.96600010e-01
,,,1.53000000e-08,6.43299796e-01
,,,1.54000000e-08,3.96008463e-01
,,,1.55000000e-08,6.27211208e-01
,,,1.56000000e-08,7.37258630e-01
,,,1.57000000e-08,1.71548177e-02
,,,1.58000000e-08,2.64662226e-01
,,,1.59000000e-08,3.24704023e-01
,,,1.60000000e-08,4.29342224e-01
,,,1.61000000e-08,2.53181591e-02
,,,1.62000000e-08,3.48546184e-01
,,,1.63000000e-08,7.24591818e-01
,,,1.64000000e-08,5.57402500e-01
,,,1.65000000e-08,7.83503935e-01
,,,1.66000000e-08,7.67032806e-01
,,,1.67000000e-08,5.39861171e-01
,,,1.68000000e-08,8.24900534e-01
,,,1.69000000e-08,4.15927743e-02
,,,1.70000000e-08,4.26140898e-01
,,,1.71000000e-08,1.73693554e-01
,,,1.72000000e-08,6.71083083e-01
,,,1.73000000e-08,6.05165693e-01
,,,1.74000000e-08,2.12683030e-01
